"kusaal","english","tier","kus_article","en_article","alignment_origin"
"Onɛ da an chief executive officer ka an Manager tis MODISA Lodge nɛ MANTRAC Ghana Limited nwɛnɛ ban tun' taaba si'em la ka naan kpɛn' pɔlitis.","He was the chief executive officer and Manager of MODISA Lodge and MANTRAC Ghana Limited respectively prior to going into politics.","gold","Ekow Hayford","Ekow Hayford","anchor-confident"
"Yʋʋm tusa ay nɛ piinɛ anu (2015) la ni, Wabʋg na'adɔɔg, New Patriotic Party kpɛɛnnam da vɔɔt o Mfantseman ye o zi'eni ba nɔba zug yʋʋm tusa ayi nɛ piinɛ ayuobʋ (2016) Ghana wʋsa vɔɔtʋg la ni.","In 2015, he was elected by delegates of the New Patriotic Party in Mfantseman to represent the party in the 2016 Ghanaian general election.","gold","Ekow Hayford","Ekow Hayford","anchor-confident"
"O da di wadmaan kʋk la nɛ vɔɔt pisnaasi nɛ ayuobʋ du'al pisnii nɛ ayi kɔbiga pʋʋgin (46.82%) yi vɔɔt la wʋsa ni.","He won the parliamentary seat with 46.82% of the total vote cast.","gold","Ekow Hayford","Ekow Hayford","anchor-confident"
"O da paas la'askanɛ gɔsid Judiciary Committee nɛ Defence and interior committee.","He was a member the Judiciary Committee and Defence and interior committee in Parliament.","gold","Ekow Hayford","Ekow Hayford","anchor-confident"
"Hayford da mɔr pʋ'a nɛ biisa anaasi ka da ken Methodist Church.","Hayford was married with four children and was a member of the Methodist Church.","gold","Ekow Hayford","Ekow Hayford","anchor-confident"
"Ba da ye o mɔrnɛ pʋ'aba ayi, Ophelia Quansah Hayford nɛ Sarah Quansah Hayford.","He is reported to have two wives, Ophelia Quansah Hayford and Sarah Quansah Hayford.","gold","Ekow Hayford","Ekow Hayford","anchor-confident"
"Nɛ' da naamnɛ Abeadze Dominase – Abeadze Duadzi – Mankessim suoraʋgʋn on da naan pɔlitis nwɛ'ɛbi lɛbidi kun la.","This occurred on the Abeadze Dominase – Abeadze Duadzi – Mankessim Road on his return from a campaign trip.","gold","Ekow Hayford","Ekow Hayford","anchor-confident"
"O pʋ'abil la, Sarah Quansah Hayford, da mɔrnɛ biisa ayi ka da bɛ kʋʋr la maaligin Mankessim.","The second, Sarah Quansah Hayford, also has two children and was present at the initial funeral rites performed at Mankessim.","gold","Ekow Hayford","Ekow Hayford","anchor-confident"
"Yʋʋm tusa ayi nɛ pisi nwadis piiga la daba awai daar (9 October 2020), on da keŋ nwɛ' o pɔlitis ka lɛbid yin la, nimbanɛ ka sɔ' zi' da nwɛ' Hayford nɛ malifʋ kʋ.","On 9 October 2020, while returning from a campaign tour, Hayford was gunned down by unknown assassins.","silver","Ekow Hayford","Ekow Hayford","anchor-unsure"
"Labaya pa'al ye ban da kidig o la, ba da yɛl ye Hayford an wadmaan la ka nwɛ' on ma'aa kʋ ka zɛrig o ye onɛ kɛ ka nidib mɔr daʋŋ teŋ la zug.","Reports indicate that Hayford was incidentally identified as the MP during the robbery and was specifically targeted and shot by the robbers, who blamed him for the problems being faced by the people in the country.","silver","Ekow Hayford","Ekow Hayford","anchor-unsure"
"O pʋ'a Ophelia Hayford da anɛ pʋliŋkpɛɛm kem paae o sidi da maal ka'alim la.","His wife Ophelia Hayford was a police officer until the death of her husband.","silver","Ekow Hayford","Ekow Hayford","anchor-unsure"
"Wabʋg na'adɔɔg, NPP dim da gaŋ o ye o di'e o sid nɔbir zi'en na'adɔɔg la nɔba zugʋ nya' Mfantseman kʋk la yʋʋm tusa ayi nɛ pisi (2020) Ghana wʋsa vɔɔtʋg la.","Ekow Hayford (24 December 1970 – 9 October 2020) was a Ghanaian politician and member of the Seventh Parliament of the Fourth Republic of Ghana representing the Mfantseman Constituency in the Central Region on the ticket of the New Patriotic Party (NPP).","silver","Ekow Hayford","Ekow Hayford","anchor-unsure"
"Ani ka di yi paalʋ na ye Hayford sid mɔnrɛ pʋ'aba ayi.","It also emerged that Hayford actually had two wives.","silver","Ekow Hayford","Ekow Hayford","anchor-unsure"
"O mɛŋ da bas tʋʋma la ka kpɛn' kpiisʋg.","He resigned and went into private business.","silver","Ekow Hayford","Ekow Hayford","mined"
"Ba ye daʋŋ la da naamnɛ nwɛnɛ Arizum daar bɛogʋn kɛf yinne (1:00 am), Faandiba ayuobʋ da gu' o suorin la.","He is reported to have been attacked at about 1:00 am Friday morning by six armed highway robbers.","silver","Ekow Hayford","Ekow Hayford","adjudicated"
"Ekumfi bɛnɛ Ekumfi Distrik kanɛ bɛ central region sʋ'ʋlʋm Ghana nwa.","Ekumfi District is one of the twenty-two districts in Central Region, Ghana.","silver","Ekumfi constituency","Ekumfi District","anchor-unsure"
"Ba da lɛn mɛ' dɔɔgi rotunda (roundabout) bɛ Managua, tɛnsʋk ye ba tien li yɛla.","There was also a monument built in the center of a rotonda (roundabout) in Managua, in its honor.","gold","El Güegüense","El Güegüense","anchor-confident"
"Di'ema yʋ'ʋr la yinɛ one da paas di'ema la pʋʋgin, El Güegüense, linɛ yi Nahuat buudi buolʋg linɛ an Wewej, ka li gbin anɛ ye ""bʋnkʋdʋg"" bɛɛ ""dau kanɛ mɔr ya'am""","The name of the play comes from its main character, El Güegüense, which is derived from the Nahuat word Wewej, meaning 'old man' or 'wise man'.","gold","El Güegüense","El Güegüense","anchor-confident"
"""El Güegüense"" anɛ di'ema kanɛ bɛ Nicaragua, linzug ka UNESCO da siak ye li anɛ ""Masterpiece of the Oral and Intangible Heritage of Humanity"" yʋʋm tusa ayi nɛ anu (2005) la ni, ka li pa'al ye Nicaragua an teŋkanɛ bɛ Central America, ka lɛn an yiiga ayuobu pʋʋgin Latin America ka UNESCO siak ye ba mɔr di'emsʋma ayi.","""El Güegüense"" represents folklore of Nicaragua, therefore, UNESCO proclaimed it a ""Masterpiece of the Oral and Intangible Heritage of Humanity"" in 2005 making Nicaragua the only country in Central America and one of six in Latin America to have two proclaimed masterpieces by UNESCO.","gold","El Güegüense","El Güegüense","anchor-confident"
"Buudi pian'ad la anɛ Spanish ka Nicarao buudi pian'ad paas (Nahuat), ka nidib siak ye li yinɛ Spanish nɛ Nahuat la'as taaba.","The language is Spanish with intermixed portions of Nicarao (Nahuat), and this piece has sometimes been claimed to be a result of Spanish and Nahuat mixed or creole language.","gold","El Güegüense","El Güegüense","anchor-confident"
"Di'ema nwa da yi gbaŋin na yʋʋm kɔbʋs piiga nɛ ayuobu la ni ka onɛ sɔbi li la yʋ'ʋr pʋ yi paalʋ naa, ka li pa'al ye li anɛ di'ema kanɛ yuug hali bɛ Western Hemisphere sʋ'ʋlim.","The theatrical play was written by an anonymous author in the 16th century, making it one of the oldest indigenous theatrical/dance works of the Western Hemisphere.","silver","El Güegüense","El Güegüense","anchor-confident"
"Ba da sɔbi li nɛ Nahuat nɛ Spanish bʋʋdi ni.","According to the first written version the plot has 314 lines and was originally written in both Nahuat and Spanish.","silver","El Güegüense","El Güegüense","anchor-unsure"
"A-ma'-ninsaali nyɛ ligidi yɛla pa'al ""El Güegüense"" ni la, gbaʋŋ sɔbidib nɔki li mak nɛ pɔlitiis nwɛ'ɛdib bɛɛ gɔmena tʋʋma lʋga banɛ an zam dim la.","Because deception for monetary gain is central to the plot of ""El Güegüense"", the play frequently is cited by newspaper editorials as a kind of symbolic archetype for perceived corrupt politicians or unaccountable public institutions.","silver","El Güegüense","El Güegüense","anchor-unsure"
"Vɔɔtʋg naarin ɛɛnti an si'em ka sieba pʋ gban'e li gbin la ka ba nɔki mak nɛ ""El Güegüense"" li kas-kas anɛ FSLN na'adɔɔgi da lu, yʋʋm tusir, kɔbʋs wai nɛ awai vɔɔtug la (1990) vɔɔtʋgin la.","Unpredictable election returns also have been attributed to the heritage of the masked ""El Güegüense"" figure reflected in an electorate skilled at masking their true voting intent, notably so with the FSLN party's crushing, unanticipated defeat at the polls in 1990.","silver","El Güegüense","El Güegüense","anchor-confident"
"""El Güegüense tʋʋma la'an an dinɛ ka sɔ' bɛɛ si'el kʋ nyaŋi daam la, nidib mɔr ziri/dama'am paasid tʋʋma la ni nɛ pɔlitis nwɛ'ɛdib dama'am kanɛ ka ba ma'adi paasid malʋŋ la ni la pʋ dɔl malʋŋ la suorɛ ka mɛ pʋ dɔl teŋ la bɔɔdim nɛ gban'ari an ye sɔ' wʋsa tʋm nɛ o paŋ wʋsa ka teŋ la nɔbʋg ka ba nyaŋi paam di ka kuos la.","While the role of ""El Güegüense"" as the highest expression of Nicaraguan folkloric art is secure, the overt theme of the play–entry into the aristocratic lifestyle through deceptive means–is frequently held at arm's length in political speeches as contrary to the current vision of national growth occurring through hard work, economic diversification, and manufacturing exports.","silver","El Güegüense","El Güegüense","anchor-unsure"
"Amaa, sida kae nyain zi'e li nya'aŋa.","However, there is no actual evidence for this.","silver","El Güegüense","El Güegüense","mined"
"Sɔlima pʋʋgin ka li yi tʋŋ-tʋŋi ti paae ban ti sɔbili digil gbaŋin yʋʋm tusir, kɔbʋs wai nɛ pisnaasi nɛ ayi (1942).","It was passed down orally for many centuries until it was finally written down and published into a book in 1942.","silver","El Güegüense","El Güegüense","adjudicated"
"Lʋgʋr nwa da pin'ili zi'enɛ ka di dɔrisnɛ Electoral Commission Act (Act 451) bɛ yʋʋm 1993 ni.","Interim Independent Electoral Commission (since 2008)","silver","Electoral Commission","Election commission","anchor-unsure"
"Nidiba ayɔpɔi la,ba anɛ asu'oe -m-mɛŋ la yinɛ 1992 Ghana constitution.","its independence is guaranteed by the 1992 Ghana constitution.","gold","Electoral Commission of Ghana","Electoral Commission of Ghana","anchor-confident"
"kɔmisin la nannana da pin'inɛ Electoral Commission Act (Act 451) bɛ 1993.","The current commission was established by the Electoral Commission Act (Act 451) of 1993.","gold","Electoral Commission of Ghana","Electoral Commission of Ghana","anchor-confident"
"Kwadwo Afari-Gyan da an yiiga kʋk daan kɔmision la, yi 1993 ti paae 2015.","Kwadwo Afari-Gyan was the first substantive chairman of the commission in the Fourth Republic of Ghana, from 1993 to 2015.","gold","Electoral Commission of Ghana","Electoral Commission of Ghana","anchor-confident"
"Ka Jean Adukwei Mensah mɛ da di'e Charlotte Osei nɔba n bɛ July 2018.Yʋʋm tusa ayi nɛ piinɛ anii la, li nwadis piinɛ ayi' li daba anu daar ,ka Jean Adukwei Mensah Electoral commission kʋk daan da ti tiak sabil kʋdʋg kanɛ n bɛ Coat of arms of Ghana nɛ vɔtʋg daka ni tɛɛnsid nʋʋg pa'al banɛ vɔti si'em, bɛ sabi paal nɔgbanwa'a la ni.","On December 5, 2018, the Electoral commission chaired by Jean Adukwei Mensah reverted to the old logo showing the Coat of arms of Ghana and a ballot box showing the hand casting its votes, after the controversy over the new logo.","gold","Electoral Commission of Ghana","Electoral Commission of Ghana","anchor-confident"
"John Evans Atta Mills da gaŋ , Sulley Amadu dɔlisid Ghana dim zuraan, yiti David Kangah onɛ da tʋm yʋma piinɛ awai ka keŋ vʋ'osim la.zuraan, John Mahama da ti gaŋ Georgina Opoku Amankwah ka o di'e Sarfo-Kantanka zi'esim on da tʋm yʋma nwɛn wʋʋ pisi la.","Sulley Amadu was appointed by John Evans Atta Mills, the then Ghanaian President following the retirement of David Kangah who had served in that capacity for 19 years.","gold","Electoral Commission of Ghana","Electoral Commission of Ghana","anchor-confident"
"Paulina Adobea Dadzawa, aan administrator nɛ Ebenezer Aggrey Fynn, aan Management Consultant, gɔmma zuraan Kufuor da ti tɛɛns Council of State of Ghana ka gaŋ o bɛ February 2004.","Mrs. Paulina Adobea Dadzawa, an administrator and Ebenezer Aggrey Fynn, a Management Consultant were appointed by President Kufuor in consultation with the Council of State of Ghana in February 2004.","gold","Electoral Commission of Ghana","Electoral Commission of Ghana","anchor-confident"
"Electoral Commissioner paal la, Jean Adukwei Mensa nɛ o nya'adɔlib paala ayi' la, Samuel Tettey nɛ Eric Bossman nɛ nidib paala ayi' si'eba , ka Adwoa Asuama Abrefa nɛ ba wʋsa ka gɔmma zuraan Akufo-Addo da ti zʋŋi ba bɛ yʋʋm tusa ayi nɛ piinɛ anii la li nwadis anii la, li dapyinne daar.","In July 2018, the President of Ghana, Nana Addo Dankwa Akuffo Addo nominated 4 EC top officials The new Electoral Commissioner, Jean Adukwei Mensa along with her two new deputies, Samuel Tettey and Eric Bossman as well as another new member Adwoa Asuama Abrefa were all sworn in by President Akufo-Addo on 1 August 2018.","gold","Electoral Commission of Ghana","Electoral Commission of Ghana","anchor-confident"
"MTN won di nɛ na kɛ ka internet network nɛ Persol Systems, tɔ'ɔgin la da kɛ mɛ ka di mɛ' Data Centre la.","MTN won the bid to provide the internet network and Persol Systems, the bid to build the Data Centre.","gold","Electoral Commission of Ghana","Electoral Commission of Ghana","anchor-confident"
"Ba da yɛl ye kɔmisin la di'es sʋŋi lin da kpɛlim biela nɛ 2008 vɔtʋg la, li kɛ mɛ ka ba gɔsid African nɛ international election reform organizations nam.","The claim that the commission received a successful support to the close of elections of 2008, has made it a focus of African and international election reform organizations.","gold","Electoral Commission of Ghana","Electoral Commission of Ghana","anchor-confident"
"yʋʋm tusa ayi nɛ awi la, li nwadis piinɛ yinne , ba da mɔr la'asʋg ye ba gɔs vɔtʋg la , ka pin'ili muki ye ba iee yɛl paala banɛ ka na mɔr bɛ African election commissions linɛ da bɛ Accra ka ba antu'a zugda aan Colloquium on African Elections: Best Practices and Cross-Sectorial Collaboration.","It was held in Accra and was titled Colloquium on African Elections: Best Practices and Cross-Sectorial Collaboration.","gold","Electoral Commission of Ghana","Electoral Commission of Ghana","anchor-confident"
"la'asʋg da anɛ international election reform organizations nam bɛdegʋ da la'as na, ba anɛ National Democratic Institute, Africa Center for Strategic Studies la, International Foundation for Electoral Systems la, Netherlands Institute for Multiparty Democracy la, Open Society Initiative for West Africa nɛ UNDP.","The conference was organized by a number of international election reform organizations including the National Democratic Institute, the Africa Center for Strategic Studies, the International Foundation for Electoral Systems, the Netherlands Institute for Multiparty Democracy, the Open Society Initiative for West Africa and UNDP.","gold","Electoral Commission of Ghana","Electoral Commission of Ghana","anchor-confident"
"Dixon Afreh anɛ tʋntʋn kʋdʋg bɛ Commission la, ka bas ban da gaŋ o ye o aan Justice of the Appeal Court bɛ October 1994.","Dixon Afreh is a former member of the Commission who left when he was appointed as a Justice of the Appeal Court in October 1994.","gold","Electoral Commission of Ghana","Electoral Commission of Ghana","anchor-confident"
"Tʋntʋnib atan' ka gɔmma zuraan John Kufuor da ti tɛɛns Council of State of Ghana ka gaŋ o bɛ February 2004 ka zʋŋ n bɛ 5 March 2004.Ba anɛ Mrs.","Three of the members were appointed by President John Kufuor in consultation with the Council of State of Ghana in February 2004 and sworn in on 5 March 2004.","gold","Electoral Commission of Ghana","Electoral Commission of Ghana","anchor-confident"
"Paulina Adobea Dadzawa, aan administrator, Nana Amba Eyiiba I, Efutuhemaa nɛ Krontihemaa of the Oguaa Traditional Area and Eunice Akweley Roberts, an educationist and human resource practitioner.","They are Mrs. Paulina Adobea Dadzawa, an administrator, Nana Amba Eyiiba I, Efutuhemaa and Krontihemaa of the Oguaa Traditional Area and Eunice Akweley Roberts, an educationist and human resource practitioner.","gold","Electoral Commission of Ghana","Electoral Commission of Ghana","anchor-confident"
"Ebenezer Aggrey Fynn, a management consultant ka gɔmma zuraan da gaŋ o ye , kɔmisin la, tʋntʋnib la paae ayɔpɔi.","Ebenezer Aggrey Fynn, a management consultant was also appointed to the commission by the president to bring it to its full complement of seven members.","gold","Electoral Commission of Ghana","Electoral Commission of Ghana","anchor-confident"
"Electoral Commissions vʋm da ti mɔr daʋn bɛ saŋkanɛ paas Ghana anaasi Republic linɛ taas anɛ military coups.","The lives of Electoral Commissions prior to the Fourth Republic of Ghana were interrupted due to military coups.","gold","Electoral Commission of Ghana","Electoral Commission of Ghana","anchor-confident"
"N bɛ UNIGOV referendum saŋa bɛ 1976, Justice Isaac K. Abban ba da gaŋ o ka aan Supreme Military Council bɛ Ignatius Kutu Acheampong saŋa.","At the time of the UNIGOV referendum in 1976, Justice Isaac K. Abban was appointed by the Supreme Military Council under Ignatius Kutu Acheampong.","gold","Electoral Commission of Ghana","Electoral Commission of Ghana","anchor-confident"
"Electoral Commission of Ghana (EC) anɛ lʋgir kanɛ Ghana nwa, bana sʋ'oe vɔtʋg yɛla.","The Electoral Commission of Ghana (EC) is the official body in Ghana responsible for all public elections.","silver","Electoral Commission of Ghana","Electoral Commission of Ghana","anchor-unsure"
